Height(Centimeter),Weight(Kilograms),Gender,BMI,Skin Color,Clothes Color,Pants Color
175.59,55.74,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 48, ""g"": 165, ""b"": 186}","{""r"": 61, ""g"": 143, ""b"": 136}"
169.0,53.64,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 182, ""g"": 177, ""b"": 14}","{""r"": 43, ""g"": 218, ""b"": 232}"
176.11,57.1,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 16, ""g"": 63, ""b"": 32}","{""r"": 221, ""g"": 192, ""b"": 255}"
176.96,57.83,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 15, ""g"": 163, ""b"": 220}","{""r"": 24, ""g"": 242, ""b"": 141}"
176.09,69.55,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 187, ""g"": 239, ""b"": 133}","{""r"": 16, ""g"": 33, ""b"": 17}"
182.06,56.51,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 221, ""g"": 188, ""b"": 97}","{""r"": 130, ""g"": 93, ""b"": 217}"
169.72,48.47,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 217, ""g"": 228, ""b"": 212}","{""r"": 253, ""g"": 181, ""b"": 25}"
172.62,60.65,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 60, ""g"": 129, ""b"": 176}","{""r"": 35, ""g"": 193, ""b"": 96}"
178.5,56.55,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 237, ""g"": 80, ""b"": 78}","{""r"": 150, ""g"": 42, ""b"": 103}"
179.92,59.9,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 2, ""g"": 209, ""b"": 9}","{""r"": 72, ""g"": 106, ""b"": 124}"
182.77,62.64,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 123, ""g"": 69, ""b"": 170}","{""r"": 66, ""g"": 12, ""b"": 180}"
166.46,59.14,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 104, ""g"": 2, ""b"": 183}","{""r"": 225, ""g"": 222, ""b"": 202}"
170.69,53.6,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 164, ""g"": 22, ""b"": 115}","{""r"": 235, ""g"": 218, ""b"": 250}"
169.78,61.16,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 39, ""g"": 183, ""b"": 216}","{""r"": 53, ""g"": 121, ""b"": 14}"
183.44,56.12,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 224, ""g"": 117, ""b"": 215}","{""r"": 56, ""g"": 106, ""b"": 29}"
173.33,58.5,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 249, ""g"": 31, ""b"": 25}","{""r"": 38, ""g"": 253, ""b"": 194}"
176.15,68.52,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 58, ""g"": 210, ""b"": 97}","{""r"": 218, ""g"": 58, ""b"": 56}"
171.55,57.45,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 104, ""g"": 185, ""b"": 103}","{""r"": 159, ""g"": 135, ""b"": 121}"
169.06,52.1,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 28, ""g"": 45, ""b"": 47}","{""r"": 120, ""g"": 53, ""b"": 35}"
176.35,60.63,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 110, ""g"": 47, ""b"": 168}","{""r"": 211, ""g"": 158, ""b"": 237}"
174.69,62.22,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 39, ""g"": 0, ""b"": 233}","{""r"": 183, ""g"": 47, ""b"": 248}"
170.47,63.31,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 216, ""g"": 194, ""b"": 106}","{""r"": 226, ""g"": 68, ""b"": 29}"
177.11,57.96,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 61, ""g"": 40, ""b"": 129}","{""r"": 61, ""g"": 251, ""b"": 238}"
177.08,54.07,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 122, ""g"": 168, ""b"": 191}","{""r"": 18, ""g"": 182, ""b"": 193}"
170.2,59.66,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 71, ""g"": 49, ""b"": 106}","{""r"": 13, ""g"": 161, ""b"": 165}"
178.4,56.31,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 128, ""g"": 63, ""b"": 221}","{""r"": 47, ""g"": 34, ""b"": 194}"
172.85,63.94,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 248, ""g"": 250, ""b"": 71}","{""r"": 183, ""g"": 250, ""b"": 205}"
169.72,50.65,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 231, ""g"": 173, ""b"": 147}","{""r"": 85, ""g"": 128, ""b"": 54}"
163.42,59.71,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 156, ""g"": 122, ""b"": 39}","{""r"": 88, ""g"": 194, ""b"": 52}"
175.82,60.65,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 203, ""g"": 128, ""b"": 11}","{""r"": 251, ""g"": 139, ""b"": 143}"
178.57,60.36,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 167, ""g"": 116, ""b"": 220}","{""r"": 177, ""g"": 94, ""b"": 108}"
172.13,52.43,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 252, ""g"": 101, ""b"": 24}","{""r"": 173, ""g"": 127, ""b"": 83}"
173.45,57.95,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 6, ""g"": 193, ""b"": 153}","{""r"": 85, ""g"": 208, ""b"": 43}"
179.51,62.04,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 194, ""g"": 130, ""b"": 103}","{""r"": 9, ""g"": 228, ""b"": 167}"
171.62,61.29,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 42, ""g"": 158, ""b"": 43}","{""r"": 107, ""g"": 94, ""b"": 41}"
173.24,53.26,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 178, ""g"": 214, ""b"": 83}","{""r"": 39, ""g"": 42, ""b"": 211}"
179.9,58.24,Male,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 48, ""g"": 202, ""b"": 104}","{""r"": 119, ""g"": 61, ""b"": 133}"
174.67,56.54,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 164, ""g"": 207, ""b"": 244}","{""r"": 31, ""g"": 186, ""b"": 156}"
168.19,63.69,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 247, ""g"": 39, ""b"": 42}","{""r"": 7, ""g"": 140, ""b"": 168}"
177.66,58.95,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 83, ""g"": 7, ""b"": 194}","{""r"": 141, ""g"": 24, ""b"": 201}"
169.74,52.68,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 27, ""g"": 152, ""b"": 214}","{""r"": 9, ""g"": 151, ""b"": 180}"
179.38,62.98,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 53, ""g"": 122, ""b"": 12}","{""r"": 59, ""g"": 176, ""b"": 193}"
167.55,59.84,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 180, ""g"": 89, ""b"": 212}","{""r"": 228, ""g"": 29, ""b"": 57}"
173.55,54.51,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 189, ""g"": 108, ""b"": 50}","{""r"": 139, ""g"": 5, ""b"": 192}"
173.08,53.51,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 125, ""g"": 169, ""b"": 1}","{""r"": 104, ""g"": 159, ""b"": 190}"
171.92,59.98,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 82, ""g"": 238, ""b"": 78}","{""r"": 18, ""g"": 47, ""b"": 243}"
158.22,45.53,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 79, ""g"": 217, ""b"": 222}","{""r"": 96, ""g"": 177, ""b"": 129}"
169.07,51.19,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 131, ""g"": 164, ""b"": 109}","{""r"": 77, ""g"": 168, ""b"": 208}"
171.54,57.76,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 123, ""g"": 128, ""b"": 64}","{""r"": 50, ""g"": 164, ""b"": 222}"
177.73,58.08,Male,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 37, ""g"": 7, ""b"": 154}","{""r"": 82, ""g"": 225, ""b"": 44}"
181.93,67.25,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 20, ""g"": 165, ""b"": 227}","{""r"": 160, ""g"": 144, ""b"": 116}"
174.95,53.84,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 9, ""g"": 111, ""b"": 222}","{""r"": 115, ""g"": 206, ""b"": 137}"
175.03,56.75,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 202, ""g"": 96, ""b"": 91}","{""r"": 31, ""g"": 111, ""b"": 118}"
173.96,57.58,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 193, ""g"": 59, ""b"": 53}","{""r"": 22, ""g"": 163, ""b"": 66}"
163.81,52.66,Female,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 56, ""g"": 120, ""b"": 16}","{""r"": 128, ""g"": 196, ""b"": 73}"
172.85,59.04,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 167, ""g"": 107, ""b"": 194}","{""r"": 234, ""g"": 38, ""b"": 30}"
180.27,58.37,Male,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 222, ""g"": 163, ""b"": 64}","{""r"": 99, ""g"": 147, ""b"": 24}"
172.04,56.61,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 244, ""g"": 92, ""b"": 46}","{""r"": 122, ""g"": 134, ""b"": 226}"
163.64,55.51,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 89, ""g"": 10, ""b"": 226}","{""r"": 79, ""g"": 166, ""b"": 96}"
169.91,55.19,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 87, ""g"": 6, ""b"": 104}","{""r"": 106, ""g"": 235, ""b"": 22}"
182.9,57.25,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 98, ""g"": 85, ""b"": 99}","{""r"": 134, ""g"": 174, ""b"": 113}"
172.22,57.74,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 30, ""g"": 101, ""b"": 71}","{""r"": 74, ""g"": 46, ""b"": 178}"
178.61,60.5,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 41, ""g"": 121, ""b"": 9}","{""r"": 206, ""g"": 80, ""b"": 194}"
176.86,61.87,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 145, ""g"": 0, ""b"": 13}","{""r"": 194, ""g"": 243, ""b"": 177}"
175.02,50.81,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 1, ""g"": 249, ""b"": 233}","{""r"": 233, ""g"": 234, ""b"": 194}"
180.37,66.29,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 31, ""g"": 17, ""b"": 250}","{""r"": 252, ""g"": 145, ""b"": 129}"
175.35,57.19,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 76, ""g"": 140, ""b"": 250}","{""r"": 240, ""g"": 108, ""b"": 134}"
162.99,45.71,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 255, ""g"": 173, ""b"": 252}","{""r"": 172, ""g"": 19, ""b"": 201}"
171.35,59.92,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 221, ""g"": 46, ""b"": 26}","{""r"": 95, ""g"": 130, ""b"": 233}"
168.45,64.75,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 139, ""g"": 152, ""b"": 193}","{""r"": 32, ""g"": 81, ""b"": 240}"
155.97,54.1,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 173, ""g"": 217, ""b"": 156}","{""r"": 230, ""g"": 196, ""b"": 113}"
175.45,56.05,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 147, ""g"": 191, ""b"": 187}","{""r"": 47, ""g"": 118, ""b"": 187}"
175.37,58.64,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 138, ""g"": 152, ""b"": 202}","{""r"": 215, ""g"": 158, ""b"": 136}"
166.72,58.99,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 61, ""g"": 192, ""b"": 47}","{""r"": 44, ""g"": 52, ""b"": 190}"
175.22,66.6,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 30, ""g"": 193, ""b"": 247}","{""r"": 69, ""g"": 80, ""b"": 154}"
170.4,46.28,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 65, ""g"": 123, ""b"": 161}","{""r"": 224, ""g"": 72, ""b"": 184}"
170.09,55.49,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 154, ""g"": 243, ""b"": 133}","{""r"": 68, ""g"": 80, ""b"": 161}"
164.82,51.47,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 81, ""g"": 55, ""b"": 76}","{""r"": 222, ""g"": 70, ""b"": 176}"
178.28,61.04,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 195, ""g"": 99, ""b"": 73}","{""r"": 203, ""g"": 115, ""b"": 120}"
178.43,62.0,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 10, ""g"": 115, ""b"": 215}","{""r"": 118, ""g"": 67, ""b"": 158}"
174.39,57.91,Female,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 121, ""g"": 233, ""b"": 33}","{""r"": 209, ""g"": 79, ""b"": 108}"
169.31,51.22,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 89, ""g"": 185, ""b"": 23}","{""r"": 228, ""g"": 196, ""b"": 170}"
179.87,63.44,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 82, ""g"": 211, ""b"": 230}","{""r"": 141, ""g"": 13, ""b"": 6}"
159.68,45.77,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 155, ""g"": 120, ""b"": 132}","{""r"": 136, ""g"": 21, ""b"": 36}"
178.3,60.79,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 137, ""g"": 37, ""b"": 19}","{""r"": 69, ""g"": 206, ""b"": 19}"
172.07,60.86,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 208, ""g"": 42, ""b"": 129}","{""r"": 217, ""g"": 167, ""b"": 228}"
172.18,56.38,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 205, ""g"": 255, ""b"": 176}","{""r"": 60, ""g"": 180, ""b"": 12}"
169.71,51.64,Female,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 146, ""g"": 130, ""b"": 149}","{""r"": 223, ""g"": 135, ""b"": 127}"
179.0,57.53,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 254, ""g"": 99, ""b"": 135}","{""r"": 23, ""g"": 58, ""b"": 225}"
170.9,62.81,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 214, ""g"": 225, ""b"": 99}","{""r"": 109, ""g"": 114, ""b"": 47}"
171.8,61.61,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 63, ""g"": 97, ""b"": 233}","{""r"": 3, ""g"": 222, ""b"": 171}"
176.63,60.84,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 240, ""g"": 24, ""b"": 223}","{""r"": 51, ""g"": 208, ""b"": 38}"
183.11,66.76,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 115, ""g"": 242, ""b"": 25}","{""r"": 29, ""g"": 120, ""b"": 240}"
176.28,56.57,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 145, ""g"": 180, ""b"": 17}","{""r"": 133, ""g"": 229, ""b"": 198}"
169.94,58.35,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 90, ""g"": 187, ""b"": 193}","{""r"": 79, ""g"": 15, ""b"": 175}"
164.54,57.43,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 53, ""g"": 162, ""b"": 209}","{""r"": 117, ""g"": 20, ""b"": 158}"
171.99,53.35,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 138, ""g"": 145, ""b"": 202}","{""r"": 139, ""g"": 17, ""b"": 227}"
172.68,59.56,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 61, ""g"": 133, ""b"": 42}","{""r"": 199, ""g"": 54, ""b"": 81}"
171.17,59.09,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 195, ""g"": 183, ""b"": 162}","{""r"": 137, ""g"": 38, ""b"": 184}"
169.16,56.21,Female,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 135, ""g"": 226, ""b"": 205}","{""r"": 139, ""g"": 59, ""b"": 217}"
167.73,50.41,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 195, ""g"": 230, ""b"": 23}","{""r"": 250, ""g"": 165, ""b"": 83}"
181.17,68.47,Male,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 56, ""g"": 211, ""b"": 139}","{""r"": 51, ""g"": 186, ""b"": 238}"
180.07,62.84,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 45, ""g"": 15, ""b"": 113}","{""r"": 45, ""g"": 215, ""b"": 31}"
176.0,56.09,Female,Underweight,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 75, ""g"": 37, ""b"": 165}","{""r"": 220, ""g"": 24, ""b"": 247}"
184.17,61.43,Male,Underweight,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 221, ""g"": 144, ""b"": 177}","{""r"": 28, ""g"": 103, ""b"": 198}"
168.64,59.75,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 91, ""g"": 85, ""b"": 66}","{""r"": 22, ""g"": 76, ""b"": 189}"
178.37,67.58,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 77, ""g"": 180, ""b"": 185}","{""r"": 108, ""g"": 101, ""b"": 184}"
179.35,58.88,Male,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 11, ""g"": 94, ""b"": 135}","{""r"": 18, ""g"": 109, ""b"": 105}"
171.28,51.59,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 154, ""g"": 69, ""b"": 155}","{""r"": 166, ""g"": 237, ""b"": 84}"
170.41,64.81,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 166, ""g"": 34, ""b"": 179}","{""r"": 173, ""g"": 131, ""b"": 194}"
176.59,60.44,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 219, ""g"": 8, ""b"": 249}","{""r"": 201, ""g"": 33, ""b"": 32}"
164.59,56.03,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 10, ""g"": 104, ""b"": 40}","{""r"": 100, ""g"": 89, ""b"": 217}"
176.54,59.57,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 160, ""g"": 40, ""b"": 193}","{""r"": 149, ""g"": 94, ""b"": 253}"
174.98,62.92,Male,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 242, ""g"": 204, ""b"": 184}","{""r"": 223, ""g"": 133, ""b"": 69}"
177.36,55.14,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 30, ""g"": 178, ""b"": 215}","{""r"": 184, ""g"": 93, ""b"": 174}"
168.14,61.21,Female,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 217, ""g"": 124, ""b"": 175}","{""r"": 227, ""g"": 23, ""b"": 232}"
172.08,48.98,Female,Underweight,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 114, ""g"": 200, ""b"": 245}","{""r"": 250, ""g"": 109, ""b"": 77}"
169.01,55.57,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 232, ""g"": 145, ""b"": 92}","{""r"": 40, ""g"": 173, ""b"": 254}"
171.01,63.77,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 144, ""g"": 51, ""b"": 196}","{""r"": 251, ""g"": 64, ""b"": 33}"
165.13,51.45,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 140, ""g"": 224, ""b"": 241}","{""r"": 187, ""g"": 49, ""b"": 36}"
174.9,52.22,Female,Underweight,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 30, ""g"": 206, ""b"": 76}","{""r"": 234, ""g"": 18, ""b"": 11}"
170.73,57.56,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 151, ""g"": 194, ""b"": 150}","{""r"": 221, ""g"": 12, ""b"": 135}"
174.81,55.38,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 7, ""g"": 175, ""b"": 143}","{""r"": 252, ""g"": 235, ""b"": 93}"
173.7,53.39,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 89, ""g"": 237, ""b"": 120}","{""r"": 250, ""g"": 253, ""b"": 215}"
171.69,50.99,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 18, ""g"": 15, ""b"": 196}","{""r"": 178, ""g"": 68, ""b"": 75}"
172.27,50.23,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 42, ""g"": 54, ""b"": 7}","{""r"": 44, ""g"": 72, ""b"": 238}"
172.29,61.1,Male,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 119, ""g"": 28, ""b"": 189}","{""r"": 56, ""g"": 21, ""b"": 155}"
168.45,56.48,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 52, ""g"": 2, ""b"": 199}","{""r"": 215, ""g"": 210, ""b"": 200}"
170.17,45.44,Female,Underweight,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 1, ""g"": 245, ""b"": 103}","{""r"": 14, ""g"": 223, ""b"": 169}"
169.87,55.6,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 164, ""g"": 226, ""b"": 187}","{""r"": 127, ""g"": 228, ""b"": 24}"
173.71,63.29,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 129, ""g"": 86, ""b"": 123}","{""r"": 250, ""g"": 158, ""b"": 133}"
168.85,56.02,Female,Ideal,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 228, ""g"": 208, ""b"": 165}","{""r"": 12, ""g"": 170, ""b"": 25}"
174.13,62.34,Male,Ideal,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 138, ""g"": 228, ""b"": 97}","{""r"": 84, ""g"": 31, ""b"": 140}"
172.3,59.62,Male,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 131, ""g"": 85, ""b"": 204}","{""r"": 98, ""g"": 79, ""b"": 185}"
178.8,67.29,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 104, ""g"": 231, ""b"": 133}","{""r"": 160, ""g"": 181, ""b"": 69}"
171.68,57.86,Female,Ideal,"{""r"": 235, ""g"": 185, ""b"": 152}","{""r"": 114, ""g"": 222, ""b"": 63}","{""r"": 160, ""g"": 5, ""b"": 229}"
165.76,48.87,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 180, ""g"": 221, ""b"": 253}","{""r"": 65, ""g"": 204, ""b"": 218}"
169.52,54.23,Female,Ideal,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 228, ""g"": 127, ""b"": 139}","{""r"": 119, ""g"": 117, ""b"": 137}"
175.1,61.66,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 138, ""g"": 237, ""b"": 183}","{""r"": 30, ""g"": 99, ""b"": 76}"
168.8,58.82,Female,Ideal,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 156, ""g"": 4, ""b"": 199}","{""r"": 117, ""g"": 44, ""b"": 237}"
172.23,62.75,Male,Ideal,"{""r"": 119, ""g"": 78, ""b"": 58}","{""r"": 119, ""g"": 211, ""b"": 143}","{""r"": 234, ""g"": 144, ""b"": 4}"
166.5,50.44,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 6, ""g"": 142, ""b"": 131}","{""r"": 39, ""g"": 248, ""b"": 74}"
167.87,49.77,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 215, ""g"": 240, ""b"": 234}","{""r"": 241, ""g"": 46, ""b"": 201}"
171.46,62.94,Male,Ideal,"{""r"": 252, ""g"": 218, ""b"": 191}","{""r"": 205, ""g"": 90, ""b"": 246}","{""r"": 41, ""g"": 18, ""b"": 255}"
173.02,53.48,Female,Underweight,"{""r"": 204, ""g"": 150, ""b"": 103}","{""r"": 183, ""g"": 234, ""b"": 64}","{""r"": 95, ""g"": 108, ""b"": 0}"
170.79,53.72,Female,Underweight,"{""r"": 253, ""g"": 220, ""b"": 213}","{""r"": 173, ""g"": 169, ""b"": 199}","{""r"": 69, ""g"": 106, ""b"": 116}"
169.01,63.27,Male,Ideal,"{""r"": 243, ""g"": 214, ""b"": 200}","{""r"": 120, ""g"": 94, ""b"": 103}","{""r"": 56, ""g"": 246, ""b"": 130}"
180.4,63.56,Male,Ideal,"{""r"": 127, ""g"": 41, ""b"": 44}","{""r"": 7, ""g"": 125, ""b"": 8}","{""r"": 41, ""g"": 46, ""b"": 144}"
173.55,48.5,Female,Underweight,"{""r"": 246, ""g"": 215, ""b"": 197}","{""r"": 50, ""g"": 215, ""b"": 163}","{""r"": 14, ""g"": 155, ""b"": 92}"
177.7,55.86,Female,Underweight,"{""r"": 226, ""g"": 165, ""b"": 137}","{""r"": 52, ""g"": 211, ""b"": 72}","{""r"": 241, ""g"": 4, ""b"": 101}"
